j,s,run_1,run_2,run_3,run_4,run_5,average_absolute_error
7,200,0.702,0.8370000000000002,0.6120000000000001,1.0620000000000003,0.3420000000000001,0.7110000000000001
7,400,0.6480000000000001,0.8055000000000003,0.8055000000000003,0.6480000000000001,0.4005000000000001,0.6615000000000002
7,600,0.8880000000000003,0.6480000000000001,0.7829999999999999,0.6480000000000001,1.0230000000000001,0.7980000000000002
7,800,0.6772499999999999,0.8122499999999997,0.621,0.6772499999999999,0.4747499999999998,0.6524999999999999
7,1000,0.6929999999999998,0.6569999999999998,0.792,0.5579999999999996,0.837,0.7073999999999998
8,10,1.4399999999999995,0.54,0.54,-0.3600000000000001,-0.3600000000000001,0.648
8,200,0.387,0.252,0.702,1.1069999999999998,0.5219999999999998,0.5939999999999999
8,400,0.5805000000000002,0.5579999999999998,0.5805000000000002,0.5579999999999998,0.8730000000000007,0.6300000000000001
8,600,0.4079999999999999,0.5579999999999998,0.528,0.8880000000000003,0.528,0.5820000000000001
8,800,0.6659999999999999,0.5310000000000001,0.8009999999999997,0.6097499999999996,0.4860000000000002,0.6187499999999999
8,1000,0.369,0.8910000000000002,0.5759999999999998,0.369,0.369,0.5147999999999999
9,10,0.54,1.4399999999999995,2.3400000000000003,0.54,4.139999999999999,1.8
9,200,0.2070000000000003,0.387,0.11700000000000021,0.16199999999999992,0.657,0.3060000000000001
9,400,0.7830000000000004,0.2879999999999998,0.5354999999999999,0.7605,0.6255000000000002,0.5985
9,600,0.4679999999999995,0.843,0.6629999999999998,0.4979999999999998,0.6329999999999996,0.6209999999999998
9,800,0.23849999999999993,0.36224999999999996,0.6435,0.6435,0.5535000000000001,0.48825
9,1000,0.44999999999999996,0.44100000000000006,0.34199999999999986,0.5039999999999998,0.44100000000000006,0.4356
10,10,-0.3600000000000001,0.54,0.54,-0.3600000000000001,0.54,0.4680000000000001
10,200,0.657,0.4770000000000003,0.5219999999999998,0.3420000000000001,0.11700000000000021,0.42300000000000004
10,400,0.35550000000000015,0.5579999999999998,0.5354999999999999,0.3105000000000002,0.3780000000000001,0.42750000000000005
10,600,0.31800000000000006,0.5879999999999996,0.21299999999999986,0.12299999999999978,0.42300000000000004,0.33299999999999985
10,800,0.6097499999999996,0.6997499999999999,0.08099999999999996,0.5647500000000001,0.5422500000000001,0.49949999999999994
10,1000,0.4680000000000002,0.3149999999999997,0.20699999999999963,0.32399999999999984,0.5129999999999997,0.36539999999999984
11,10,0.54,0.54,0.54,2.3400000000000003,-0.3600000000000001,0.8640000000000001
11,200,-0.018000000000000238,0.252,-0.15300000000000002,0.5670000000000002,0.07199999999999984,0.21240000000000006
11,400,0.46799999999999997,0.6930000000000001,0.15300000000000002,0.2879999999999998,0.5579999999999998,0.43199999999999994
11,600,0.2729999999999999,0.19799999999999995,0.4679999999999995,0.258,0.43800000000000017,0.3269999999999999
11,800,0.4634999999999998,0.41849999999999987,0.4860000000000002,0.32849999999999957,0.6884999999999999,0.47699999999999987
11,1000,0.39600000000000013,0.24299999999999966,0.23399999999999976,0.17100000000000004,0.34199999999999986,0.2771999999999999
12,10,-1.2600000000000002,0.54,1.4399999999999995,1.4399999999999995,1.4399999999999995,1.2239999999999998
12,200,0.6120000000000001,0.5670000000000002,0.7920000000000003,0.07199999999999984,-0.19799999999999995,0.44820000000000004
12,400,-0.1844999999999999,0.018000000000000016,0.22050000000000036,0.44550000000000045,0.42300000000000004,0.25830000000000014
12,600,0.1529999999999998,0.19799999999999995,0.45299999999999985,0.45299999999999985,0.43800000000000017,0.3389999999999999
12,800,0.2947499999999996,0.5422500000000001,0.36224999999999996,0.3959999999999999,0.4634999999999998,0.4117499999999999
12,1000,0.2879999999999998,0.32399999999999984,0.29699999999999993,0.3149999999999997,0.23399999999999976,0.2915999999999998
13,10,-0.3600000000000001,-0.3600000000000001,1.4399999999999995,1.4399999999999995,-1.2600000000000002,0.9719999999999999
13,200,-0.19799999999999995,0.5670000000000002,0.11700000000000021,0.29700000000000015,0.387,0.3132000000000001
13,400,0.3105000000000002,0.42300000000000004,0.24300000000000033,-0.027000000000000135,0.42300000000000004,0.28530000000000016
13,600,0.39300000000000024,0.16800000000000015,0.19799999999999995,0.1529999999999998,0.19799999999999995,0.22200000000000003
13,800,0.45225000000000004,0.22724999999999973,0.3397499999999998,0.22724999999999973,0.3059999999999998,0.31049999999999983
13,1000,0.2609999999999999,0.4139999999999999,0.4139999999999999,0.2699999999999998,0.34199999999999986,0.3401999999999999
14,10,-1.2600000000000002,3.2399999999999998,0.54,-0.3600000000000001,1.4399999999999995,1.3679999999999999
14,200,-0.15300000000000002,0.387,0.07199999999999984,0.4320000000000004,0.29700000000000015,0.2682000000000001
14,400,0.4905000000000004,0.46799999999999997,0.1755,0.35550000000000015,0.6030000000000002,0.41850000000000015
14,600,0.34799999999999986,0.33299999999999996,0.2729999999999999,-0.07200000000000006,0.19799999999999995,0.24479999999999996
14,800,0.24975000000000014,0.45225000000000004,0.2947499999999996,0.7334999999999998,0.3059999999999998,0.4072499999999999
14,1000,0.32399999999999984,0.135,0.2789999999999997,0.2789999999999997,0.23399999999999976,0.2501999999999998
15,10,-0.3600000000000001,-1.2600000000000002,-0.3600000000000001,2.3400000000000003,2.3400000000000003,1.332
15,200,0.252,0.3420000000000001,0.16199999999999992,0.4320000000000004,0.4320000000000004,0.3240000000000002
15,400,0.1080000000000001,0.018000000000000016,0.06300000000000017,0.33299999999999996,0.08549999999999991,0.12150000000000002
15,600,0.31800000000000006,0.017999999999999794,0.12299999999999978,0.4079999999999999,0.16800000000000015,0.20699999999999993
15,800,0.351,0.2610000000000001,0.36224999999999996,0.17100000000000004,0.42974999999999985,0.315
15,1000,0.12599999999999967,0.06299999999999994,0.07199999999999962,-4.440892098500626e-16,0.17999999999999972,0.08819999999999988
16,10,3.2399999999999998,1.4399999999999995,-0.3600000000000001,0.54,-0.3600000000000001,1.1880000000000002
16,200,0.7920000000000003,0.027000000000000135,0.3420000000000001,0.29700000000000015,0.252,0.34200000000000014
16,400,0.1755,-0.11699999999999977,0.15300000000000002,0.13050000000000028,0.3105000000000002,0.17730000000000007
16,600,-0.08700000000000019,0.2729999999999999,0.2879999999999998,0.18299999999999983,-0.10200000000000009,0.18659999999999996
16,800,0.3847499999999999,0.3734999999999997,0.15974999999999984,0.13724999999999987,0.4747499999999998,0.3059999999999998
16,1000,0.08099999999999996,0.017999999999999572,0.22499999999999987,0.24299999999999966,0.17100000000000004,0.14759999999999981
17,10,1.4399999999999995,-1.2600000000000002,0.54,-0.3600000000000001,0.54,0.828
17,200,0.3420000000000001,0.2070000000000003,0.5670000000000002,0.11700000000000021,0.387,0.3240000000000002
17,400,0.1755,0.3105000000000002,0.018000000000000016,0.35550000000000015,-0.027000000000000135,0.1773000000000001
17,600,0.16800000000000015,0.30299999999999994,0.1379999999999999,0.22799999999999976,0.42300000000000004,0.25199999999999995
17,800,0.20475,0.2722499999999999,0.11474999999999991,0.20475,0.19349999999999978,0.1979999999999999
17,1000,0.10799999999999965,0.07199999999999962,0.12599999999999967,-0.01800000000000046,0.053999999999999604,0.0755999999999998
18,10,0.54,-0.3600000000000001,0.54,1.4399999999999995,0.54,0.6839999999999999
18,200,-0.19799999999999995,-0.1080000000000001,0.16199999999999992,0.5219999999999998,0.11700000000000021,0.22139999999999999
18,400,0.24300000000000033,-0.0045000000000001705,0.018000000000000016,0.3780000000000001,0.46799999999999997,0.2223000000000001
18,600,0.45299999999999985,0.2879999999999998,0.09299999999999997,-0.04200000000000004,0.1529999999999998,0.2057999999999999
18,800,0.1822499999999998,0.22724999999999973,0.3059999999999998,0.2722499999999999,0.12599999999999967,0.22274999999999978
18,1000,0.08999999999999964,0.18900000000000006,0.12599999999999967,-0.10800000000000032,0.10799999999999965,0.12419999999999987
19,10,3.2399999999999998,0.54,-1.2600000000000002,-1.2600000000000002,0.54,1.368
19,200,0.07199999999999984,0.16199999999999992,0.07199999999999984,0.252,0.387,0.18899999999999992
19,400,-0.11699999999999977,0.3105000000000002,-0.09450000000000003,-0.2745000000000002,-0.0045000000000001705,0.16020000000000006
19,600,0.017999999999999794,0.19799999999999995,0.0030000000000001137,0.032999999999999696,0.21299999999999986,0.09299999999999989
19,800,0.32849999999999957,0.08099999999999996,0.17100000000000004,0.08099999999999996,0.04724999999999957,0.14174999999999982
19,1000,0.08999999999999964,0.06299999999999994,0.053999999999999604,0.14399999999999968,0.22499999999999987,0.11519999999999975
20,10,1.4399999999999995,0.54,-1.2600000000000002,0.54,-0.3600000000000001,0.828
20,200,0.4320000000000004,-0.19799999999999995,0.16199999999999992,0.387,0.4320000000000004,0.32220000000000015
20,400,-0.027000000000000135,0.24300000000000033,0.1755,0.22050000000000036,0.15300000000000002,0.16380000000000017
20,600,0.09299999999999997,0.09299999999999997,0.16800000000000015,0.2879999999999998,-0.11699999999999999,0.1518
20,800,0.36224999999999996,0.11474999999999991,0.14849999999999985,0.20475,0.10349999999999993,0.18674999999999992
20,1000,0.03599999999999959,0.20699999999999963,-0.027000000000000135,0.08999999999999964,0.24299999999999966,0.12059999999999974
21,10,-1.2600000000000002,2.3400000000000003,1.4399999999999995,-0.3600000000000001,2.3400000000000003,1.548
21,200,0.4770000000000003,0.07199999999999984,0.5670000000000002,-0.06299999999999994,0.11700000000000021,0.2592000000000001
21,400,0.13050000000000028,-0.04949999999999988,0.5579999999999998,-0.07199999999999962,-0.0045000000000001705,0.16289999999999996
21,600,0.032999999999999696,0.06299999999999972,0.18299999999999983,0.1379999999999999,0.09299999999999997,0.10199999999999983
21,800,0.23849999999999993,0.2610000000000001,0.20475,-0.02024999999999988,0.23849999999999993,0.19259999999999997
21,1000,0.03599999999999959,0.026999999999999913,0.2519999999999998,0.07199999999999962,0.21599999999999975,0.12059999999999974
22,10,1.4399999999999995,-0.3600000000000001,-0.3600000000000001,-0.3600000000000001,1.4399999999999995,0.7919999999999998
22,200,-0.46799999999999997,0.11700000000000021,0.027000000000000135,-0.1080000000000001,-0.15300000000000002,0.1746000000000001
22,400,0.3105000000000002,0.22050000000000036,0.1080000000000001,0.08549999999999991,0.35550000000000015,0.21600000000000014
22,600,0.19799999999999995,-0.057000000000000384,0.39300000000000024,0.0030000000000001137,-0.16200000000000014,0.16260000000000016
22,800,0.13724999999999987,0.3059999999999998,0.058499999999999774,0.23849999999999993,0.024749999999999828,0.15299999999999986
22,1000,-0.09000000000000008,0.18900000000000006,-0.09000000000000008,0.008999999999999897,0.2699999999999998,0.1296
23,10,1.4399999999999995,0.54,0.54,0.54,-1.2600000000000002,0.8640000000000001
23,200,-0.19799999999999995,0.027000000000000135,-0.15300000000000002,-0.46799999999999997,0.2070000000000003,0.21060000000000006
23,400,0.1755,0.2879999999999998,-0.07199999999999962,0.13050000000000028,0.1755,0.16829999999999995
23,600,-0.16200000000000014,-0.057000000000000384,0.1379999999999999,0.10799999999999965,0.16800000000000015,0.12660000000000005
23,800,0.11474999999999991,0.3847499999999999,0.45225000000000004,0.23849999999999993,0.21599999999999975,0.2812499999999999
23,1000,-0.01800000000000046,-0.027000000000000135,0.15300000000000002,0.026999999999999913,0.03599999999999959,0.052200000000000024
24,10,1.4399999999999995,0.54,0.54,1.4399999999999995,-0.3600000000000001,0.8639999999999999
24,200,0.11700000000000021,-0.19799999999999995,-0.06299999999999994,0.3420000000000001,-0.018000000000000238,0.1476000000000001
24,400,0.0405000000000002,0.22050000000000036,0.26550000000000007,0.22050000000000036,0.3105000000000002,0.21150000000000024
24,600,0.07800000000000007,0.017999999999999794,0.0030000000000001137,-0.04200000000000004,-0.14700000000000024,0.057600000000000054
24,800,0.058499999999999774,0.024749999999999828,0.013499999999999623,0.3959999999999999,0.0022500000000000853,0.09899999999999984
24,1000,-0.04500000000000015,0.008999999999999897,0.04499999999999993,0.09899999999999998,0.20699999999999963,0.08099999999999992
25,10,0.54,1.4399999999999995,1.4399999999999995,-1.2600000000000002,1.4399999999999995,1.2239999999999998
25,200,0.5670000000000002,-0.19799999999999995,-0.3779999999999999,-0.06299999999999994,0.11700000000000021,0.26460000000000006
25,400,0.0405000000000002,-0.04949999999999988,-0.027000000000000135,-0.09450000000000003,0.3105000000000002,0.10440000000000009
25,600,0.16800000000000015,0.31800000000000006,0.032999999999999696,-0.19200000000000017,-0.01200000000000001,0.1446
25,800,0.04724999999999957,-0.2789999999999999,0.36224999999999996,0.13724999999999987,0.3059999999999998,0.22634999999999983
25,1000,-0.0990000000000002,0.04499999999999993,0.2879999999999998,0.08999999999999964,-0.10800000000000032,0.12599999999999997
26,10,-1.2600000000000002,1.4399999999999995,-0.3600000000000001,1.4399999999999995,-0.3600000000000001,0.9719999999999999
26,200,0.29700000000000015,0.16199999999999992,-0.19799999999999995,-0.1080000000000001,-0.018000000000000238,0.15660000000000007
26,400,-0.07199999999999962,-0.027000000000000135,-0.027000000000000135,0.3780000000000001,-0.11699999999999977,0.12419999999999995
26,600,0.18299999999999983,0.017999999999999794,0.07800000000000007,0.0030000000000001137,0.0030000000000001137,0.05699999999999998
26,800,0.15974999999999984,0.2835000000000001,0.2835000000000001,0.0022500000000000853,0.013499999999999623,0.14849999999999994
26,1000,0.017999999999999572,-0.1260000000000001,0.1619999999999997,-0.009000000000000119,0.026999999999999913,0.06839999999999988
27,10,0.54,0.54,0.54,-0.3600000000000001,-0.3600000000000001,0.4680000000000001
27,200,0.2070000000000003,-0.1080000000000001,-0.06299999999999994,0.16199999999999992,0.11700000000000021,0.1314000000000001
27,400,-0.027000000000000135,0.1080000000000001,0.1080000000000001,-0.0045000000000001705,-0.027000000000000135,0.05490000000000013
27,600,0.22799999999999976,0.10799999999999965,0.0030000000000001137,0.10799999999999965,-0.13200000000000012,0.11579999999999986
27,800,-0.02024999999999988,0.3959999999999999,0.024749999999999828,0.04724999999999957,0.2947499999999996,0.15659999999999977
27,1000,-0.2070000000000003,0.17100000000000004,0.04499999999999993,0.053999999999999604,-0.06300000000000017,0.10800000000000001
28,10,1.4399999999999995,1.4399999999999995,1.4399999999999995,1.4399999999999995,0.54,1.2599999999999996
28,200,-0.06299999999999994,-0.018000000000000238,0.2070000000000003,-0.33299999999999974,-0.06299999999999994,0.13680000000000003
28,400,0.06300000000000017,0.15300000000000002,0.44550000000000045,0.06300000000000017,0.1080000000000001,0.16650000000000018
28,600,-0.04200000000000004,-0.027000000000000135,-0.027000000000000135,-0.01200000000000001,0.017999999999999794,0.02520000000000002
28,800,0.20475,0.19349999999999978,0.2722499999999999,0.15974999999999984,0.013499999999999623,0.16874999999999982
28,1000,0.08999999999999964,-0.08100000000000018,-0.13500000000000023,-0.17100000000000026,-0.027000000000000135,0.10080000000000008
29,10,-0.3600000000000001,0.54,2.3400000000000003,-0.3600000000000001,3.2399999999999998,1.3679999999999999
29,200,0.4320000000000004,-0.3779999999999999,-0.06299999999999994,0.16199999999999992,-0.1080000000000001,0.22860000000000005
29,400,0.0405000000000002,-0.07199999999999962,0.24300000000000033,0.018000000000000016,0.3105000000000002,0.1368000000000001
29,600,0.1379999999999999,0.09299999999999997,0.18299999999999983,-0.04200000000000004,0.12299999999999978,0.1157999999999999
29,800,0.08099999999999996,-0.02024999999999988,-0.07650000000000001,0.10349999999999993,0.024749999999999828,0.06119999999999992
29,1000,0.11699999999999999,-0.0990000000000002,-0.04500000000000015,-0.06300000000000017,-0.01800000000000046,0.0684000000000002
30,10,1.4399999999999995,-0.3600000000000001,3.2399999999999998,0.54,2.3400000000000003,1.584
30,200,-0.15300000000000002,0.4320000000000004,0.252,0.387,0.5219999999999998,0.34920000000000007
30,400,-0.13949999999999996,0.3105000000000002,0.1080000000000001,0.15300000000000002,0.15300000000000002,0.17280000000000006
